station_id,date,lat,lon,aod,no2,so2,co,o3,hcho,temp,humidity,wind_u,wind_v,fire_count,pm25,aqi
ST0000,2024-11-07,18.058823529411764,78.86842105263158,0.4976315619164519,15.120733846390948,4.664947346360693,184.38431073114108,29.55885274452261,1.5068996053724242,18.880045426254643,52.99823697295871,0.693940370836538,-1.1430990703442916,2,51.69594210926195,53.982369508722016
ST0001,2024-11-27,24.764705882352942,94.39473684210526,0.4625072495133226,13.341810488205613,5.019609459622046,189.48693122897822,28.589002412238443,1.4495506173832868,19.369856624293565,51.418573715897274,-1.1282739989905255,0.5638908664928819,3,54.85202666486456,52.59841911061087
ST0002,2024-10-26,34.82352941176471,80.42105263157895,0.5707576920796406,14.825325151356484,5.054032169892122,182.30288995826677,30.08863432236565,1.4204273451930873,17.276590809555366,53.65095681062645,0.30547489487512325,-0.7391288503884095,2,55.635164389203645,54.017306127028455
ST0003,2024-11-11,16.38235294117647,69.55263157894737,0.47420768876137986,13.726341047944349,5.380680875596067,182.17881638930945,29.07002552188873,1.479611736047196,19.51056061464211,51.15766148827814,1.0153902979746146,-0.9056414465787548,1,55.44929572087208,56.85419376706852
ST0004,2024-10-23,13.029411764705882,69.55263157894737,0.5153125381339262,14.612226080552354,5.630805414557612,187.0673603933235,30.183989802657848,1.463915488981492,19.45330487924329,53.16269278930934,-1.1835233979632478,0.4888675149960484,3,56.29633661344691,55.708882143039524
ST0005,2024-11-12,24.764705882352942,75.76315789473684,0.565359563096346,15.400839563457302,5.3195675625844485,195.48453968047377,28.91837452845959,1.732466984204031,19.73918063687051,53.62802138744449,1.4647225101739394,-0.4558935785887095,3,57.83388042501197,60.69147192710821
ST0006,2024-10-28,28.11764705882353,77.3157894736842,0.9070605395598568,20.444690033379093,6.935502584231356,218.58503626857183,27.199927177185877,2.890922934786083,18.75320691221298,53.799533600558426,-0.17367548359396168,-0.5682235907196853,12,82.47008928221474,84.76724004146918
ST0007,2024-11-12,23.088235294117645,75.76315789473684,0.4933006140820655,15.052413771307275,4.651817459410466,184.40381517592772,27.48299870217403,1.5143301460301295,18.498155681419426,50.975562428379526,1.3031738669110076,-1.1444968952762276,2,59.39333930076251,57.79009801021298
ST0008,2024-10-21,21.411764705882355,88.18421052631578,0.6016754976991762,14.371303477527198,5.750793075252536,195.00384960792093,28.68439750357697,1.6812588691035502,18.848816149446307,51.84627885530571,-1.3889572424349603,-0.5327913621027637,4,57.99865273550862,54.81633198204837
ST0009,2024-11-19,23.088235294117645,81.97368421052632,0.5546160477850882,15.370810012673704,5.206640656506454,190.3857098672915,30.428221709340605,1.8054302044603134,21.03731363128256,51.43609375499832,0.5375226830636808,0.3555089933659934,4,57.96425304296903,57.44644231542697
ST0010,2024-11-19,28.11764705882353,69.55263157894737,0.5288545882846067,15.163927593111985,5.315786616545369,185.51270761831853,30.38213374446371,1.5760416791619627,18.582971381511072,49.28079040462306,0.3868100654621075,-0.3898498463451223,2,57.34990100541563,55.761992355379135
ST0011,2024-11-10,11.352941176470589,86.63157894736842,0.5743955562262714,13.533875254528594,5.44291165295682,185.2216776103938,30.13299027751487,1.6047551100206796,20.972059405724313,51.87320709806541,0.05784916922330002,-0.41322995478193913,2,56.5197965850507,58.39533695449555
ST0012,2024-11-20,11.352941176470589,83.52631578947368,0.5303512206071896,14.57075020529522,4.854613552432722,179.37640492283836,30.14262310148601,1.557172677299887,20.060043450181617,54.805237769000534,1.402587804576024,0.6279350155439659,1,51.881708546531556,52.781148620937074
ST0013,2024-11-18,26.441176470588236,75.76315789473684,0.5451574465013,14.73624611365496,5.315689554288323,191.8686045501724,29.29910829226624,1.5714287465164463,20.50476137788318,48.30297918945441,0.45777117262031475,-0.36315617360114766,3,55.37025257083528,55.92064712907608
ST0014,2024-10-27,19.735294117647058,78.86842105263158,0.4465683896922212,13.403530378749497,4.942073047277284,180.86917398924746,29.662106263245967,1.5202697003192578,18.64558640653058,51.03002807984919,-0.823962263048492,-0.4235808091288793,0,51.84868997460878,53.60388270995116
ST0015,2024-10-18,28.11764705882353,88.18421052631578,0.51693662834101,13.696370759436215,5.163583487110722,182.07955225981982,30.248888266805476,1.5973009721031333,15.545239355963515,52.700407586620116,-1.5041360769995438,-0.1448033298758903,1,49.833979102094474,50.05323711161851
ST0016,2024-11-18,11.352941176470589,75.76315789473684,0.5337996505741205,14.363056044954126,5.0463017147029925,178.17932094013415,30.388972114317163,1.5306363650562311,20.195444927515112,51.243242379133896,1.2130674320150951,0.08515172187835107,2,52.34146122099398,53.58470971270898
ST0017,2024-11-25,29.794117647058822,89.73684210526315,0.5088593145187937,13.509372479071107,5.139747640510367,183.69056598174117,29.056979170773197,1.5515947894443896,18.271531229207476,52.23593318594057,-1.10494235910407,0.732426083702373,1,53.22529883278444,56.22725373907766
ST0018,2024-11-02,34.82352941176471,92.84210526315789,0.4926101467285748,13.71774439978575,5.160552930119184,181.93596468541304,27.34687546677515,1.4277977301912101,18.70865534550314,52.43410599254843,1.3144458103107244,-1.0207889314845604,2,52.80356238799903,53.19534860672743
ST0019,2024-10-11,14.705882352941178,75.76315789473684,0.4868281358689056,14.717851685278113,4.855946442484723,187.18805925542415,30.3982034297819,1.5604909710693498,18.568131874856107,52.88791648394015,0.6333811171325774,0.9959837515596213,2,53.921672552142724,54.30013733182207
ST0020,2024-10-30,28.11764705882353,97.5,0.4805522034879869,14.717987250916348,5.351742291262974,187.79905660772758,28.801676002065193,1.4795271930951581,18.31819034145628,53.079616737602294,0.29645689748201326,-0.4374803283247219,1,47.46843368130247,51.181105515268186
ST0021,2024-11-28,9.676470588235293,83.52631578947368,0.5009676968875664,15.388345532158148,4.9900294809439565,184.33124701325994,28.819051337580724,1.6278942537383543,22.813786065927037,48.26668328732657,0.24485429210995724,0.9683064825803631,2,56.17987085297071,55.90735333679555
ST0022,2024-10-29,28.11764705882353,97.5,0.4903151220798613,13.454224371460553,5.215971764079815,181.36243163134608,27.438331858279785,1.5084153915925744,18.656417311138938,53.45043618705732,-0.42776702218445883,-0.8360087595096773,1,51.43055382522515,50.291550547001094
ST0023,2024-10-06,36.5,68.0,0.47070063200461626,16.866217776010217,5.2501352619092465,184.66772619456464,30.33730267499255,1.4923276031570356,15.948653523987968,52.30151821166752,-0.7531010081841997,0.8922863778885313,1,53.13300853388002,54.355211913745244
ST0024,2024-11-05,36.5,81.97368421052632,0.5354436691674649,13.443390141155106,4.778723969692846,184.94565163517842,28.80323011593708,1.4949409080486629,18.674046790676133,50.95739901775423,1.3644237440355345,-0.9523882014634389,1,55.10929022779576,53.81003019516932
ST0025,2024-11-20,11.352941176470589,72.65789473684211,0.5416903788157915,14.313689330571075,5.1124258180121736,180.3471762368909,28.608900585719667,1.472077100843605,21.185998971739647,50.52687555662999,1.472064699106887,-0.21452126376202388,1,57.77031027622018,57.39213964111305
ST0026,2024-10-05,36.5,85.07894736842105,0.4664393886743976,14.14951682497187,5.060598476688249,185.51089523373855,29.5792779906063,1.4682655131891276,16.928292217095603,54.69776506619175,-0.40633155141955846,0.9702132393511674,0,51.909332378071035,50.859003119827655
ST0027,2024-11-16,23.088235294117645,71.10526315789474,0.4932740385408875,14.530946689709864,5.1295429955071645,182.3228051495333,27.898611530637243,1.566529076666777,20.141586219436178,52.19031332283534,0.8804566492640705,-0.7884669536303526,1,54.23774764204255,53.574027498325535
ST0028,2024-10-04,13.029411764705882,74.21052631578948,0.45557990974286944,14.698579686692907,4.926141825081954,181.85716741527784,28.86628240600085,1.389884477569306,19.01006836730148,50.9966370584528,1.184550467526529,0.7019640157829234,2,53.30423786228236,50.4329817365408
ST0029,2024-10-19,29.794117647058822,86.63157894736842,0.5185711654654406,16.034053631283594,4.966815065134669,182.94306639095433,31.796784199108057,1.4523048721311145,17.300365427125044,52.549304873991105,-1.0855228451733894,-0.22610667556002997,2,57.58357285690736,55.63804998652169
ST0030,2024-10-17,16.38235294117647,91.28947368421052,0.46277097326207306,13.409244115699833,5.061263621311784,187.2808149424211,27.317216572778975,1.5101962459010168,17.69407094529861,56.568922392800495,-0.29065624883344354,-0.8025756431472426,3,53.8404694736345,54.3881780915447
ST0031,2024-10-31,16.38235294117647,77.3157894736842,0.5658075737495263,15.41834044020615,5.227983506257073,183.53010463525814,29.84137872882172,1.5105938087515223,18.949754453461335,51.160279948998735,-0.9911133436543518,-1.3861799228780716,2,57.926150527228856,61.083270249777016
ST0032,2024-11-14,18.058823529411764,72.65789473684211,0.4974667409462001,13.746319809388474,5.719728326290293,179.9446800808706,27.719488596126787,1.4575327911674185,19.901877703804637,52.48079769495694,1.4198012935796838,-1.220826981075863,1,53.92054015944057,51.30756891359122
ST0033,2024-10-13,24.764705882352942,89.73684210526315,0.46905397308144,13.876156914549206,5.222016868449943,186.9394854924546,27.975147425257685,1.470766650669959,17.338106829445028,51.73057799245219,-0.8648965105507281,-0.23190624910444146,3,54.85687290776174,53.721468839317346
ST0034,2024-11-20,29.794117647058822,68.0,0.4762218989255432,15.68489085809238,4.725364941277265,184.74302273856082,30.1200780067983,1.5101999295087662,19.51230665264093,52.72202532276532,-0.11952043534935324,0.020382085788867688,1,56.84280534436503,59.49016493252198
ST0035,2024-11-12,28.11764705882353,80.42105263157895,0.7796399518385776,17.900629539554323,6.3678829666878825,207.30639294501376,27.930186017495775,2.5854727650011875,18.85583481625172,51.638320043236085,1.2213645610590649,-0.9188791245584326,10,75.32475123569961,78.7648093355295
ST0036,2024-10-06,31.47058823529412,74.21052631578948,0.6724190507297448,16.790847574929668,6.240821907921329,201.16337268378672,30.81348084863446,2.1144681358197364,17.58482272807279,53.38019110371394,-0.0026979799202745403,1.292984159727635,6,65.06644337562985,64.36491953636177
ST0037,2024-10-10,33.14705882352941,97.5,0.4956844219043496,13.073471882208633,4.886017913701002,182.53792420249925,30.171543704645742,1.4624447364597468,17.158875948307784,50.72607659722682,-0.7638642510369569,0.02573333346459994,2,56.240714133770275,56.21722727432235
ST0038,2024-11-23,11.352941176470589,91.28947368421052,0.5018994402303272,13.30428537961111,5.332442996062817,183.843423442732,30.578721628366985,1.5212201370883618,21.58381378842111,50.820025028060186,1.0361543215919191,1.1311487894334142,2,57.232622325623595,57.78038505556409
