lat,lon,aod,no2,so2,co,o3,hcho,temp,humidity,wind_u,wind_v,fire_count,date,pm_proxy_index,fire_wind_interaction,urban_density_proxy
8.0,68.0,0.6427040300305528,0.00019182661248116645,0.00029635591288886584,0.05569148201967643,0.12628219610732944,0.0001548264469993015,33.912609199182974,69.92248451503379,3.6861986880886484,3.391231842185487,0,2026-06-22,0.009950758144176286,0.0,1.232877369087548
8.0,69.57894736842105,0.9800113432065642,0.00012534768578133666,0.00023214571522614421,0.02650430004189416,0.12725582093143062,0.00022993808512748395,29.978620807869905,32.26053194430818,-0.9638044301194899,3.4779409388486453,0,2026-06-22,0.022534193166013086,0.0,1.228421539104021
8.0,71.15789473684211,0.14438127056805394,0.00011888646556163318,0.0002009326916764142,0.03480713470765702,0.12745321295154818,0.0002979406814273112,35.736816081475084,70.04670411764599,-3.192758716887465,-4.879626272758814,0,2026-06-22,0.004301705413838698,0.0,0.17164978951133786
8.0,72.73684210526315,0.33386148452174313,0.00013771605757550886,0.0002475047107362333,0.055011644631490164,0.12236773088652712,0.00022977038520073455,31.879483935315765,34.42841566477712,4.1812993134559555,-2.0965273386410166,0,2026-06-22,0.007671148190225,0.0,0.45978087424641234
8.0,74.3157894736842,0.4601461284793782,0.00016858040540575935,0.0002985341263651097,0.023810164086841907,0.14844537033311928,0.0001737707036966299,27.041975586701355,61.9008895225536,-0.16196499753878513,-0.6182819557728276,0,2026-06-22,0.007995991654914141,0.0,0.775716208849442
8.0,75.89473684210526,0.36212816296606587,0.0001837726517843854,0.0001958721735969396,0.027580197267960405,0.1275564267327115,0.00011272378125170006,28.903650770447943,64.66977402437979,0.5095517583160198,-3.564159783049824,0,2026-06-22,0.00408204558272668,0.0,0.6654925279408199
8.0,77.47368421052632,0.8005240285887069,0.00010456205431500332,0.0002257477648749738,0.05591556617026426,0.11730030528323884,0.0002563280559777198,39.283852393520554,31.74016700911742,-4.731340045483536,-3.8494981778912196,0,2026-06-22,0.020519676801159584,0.0,0.8370443695775764
8.0,79.05263157894737,0.49507768327373236,0.00018306030322677827,0.00016594142549467437,0.050388838140447534,0.12952894287955813,0.00019863931297640222,28.413951643663463,57.7916060655613,-0.12547427609493944,-1.84885814469507,0,2026-06-22,0.009834189087544305,0.0,0.9062907082090034
8.0,80.63157894736842,0.7999454187749199,0.00017766333013508333,0.00018460857452320863,0.03830295407533421,0.1452399561886637,0.00011514736564925881,38.340020965123,46.74719764798843,-0.9834061132597114,-2.0908128039944174,0,2026-06-22,0.009211160763512517,0.0,1.4212096702585606
8.0,82.21052631578948,0.6552529097652681,0.00016403457700330407,0.00023933416490507815,0.021349404418741048,0.10318659668559954,0.00012981179984471246,26.888842511444707,68.5420369759614,4.10569619602629,0.6811659763537614,0,2026-06-22,0.008505955957011441,0.0,1.074841338835299
8.0,83.78947368421052,0.7966280725183384,0.00017482931825388856,0.00016404003808281238,0.02999284301903829,0.13283352792534742,0.0002147177278236443,27.279990358970167,76.91495051160427,-0.5015899911403139,-3.752624139315477,0,2026-06-22,0.017105016965166697,0.0,1.392739428202904
8.0,85.36842105263158,0.8419022256658658,0.00017264332237565825,0.0002912957366327319,0.020686421481689737,0.10217747820987405,0.0001465883106309855,34.85132444396143,56.64245179045664,-4.726823930126814,4.21071421910977,0,2026-06-22,0.012341302497682598,0.0,1.4534879735441626
8.0,86.94736842105263,0.1879122126826504,0.00011228450534420822,0.00014146915749400996,0.037450388969364,0.1439467832346347,0.00026747333077872814,39.500529439673905,56.447428838718245,2.4523360774859864,-2.562960496854801,0,2026-06-22,0.005026150542022927,0.0,0.2109962984920705
8.0,88.52631578947368,0.9711156648398588,7.875739479429284e-05,0.00018356097213866268,0.04479689711362847,0.1049225294058134,0.0002152253087007299,28.819429147687107,33.16521693959352,-3.3083673815327694,3.6347018466695538,0,2026-06-22,0.020900866874927315,0.0,0.7648253980671493
8.0,90.10526315789474,0.9956259229499824,0.00010389322607422835,0.00018623963598859904,0.05942268377167023,0.14787245218624212,0.0002037308021622817,38.157029486389334,32.33063603468696,-4.420276629891808,0.5185002067359434,0,2026-06-22,0.020283966793616198,0.0,1.0343878909840478
8.0,91.6842105263158,0.2355363902204703,0.00013500632858417605,0.0001864921996824058,0.022756166777803837,0.11142001030635158,0.00018849696401726295,39.66732072703041,70.27742746859177,-4.876639522582948,-4.953502104668807,0,2026-06-22,0.0044397894472144,0.0,0.3179890329163552
