name,state,lat,lon,population
Mumbai,Maharashtra,19.07283,72.88261,12691836
Delhi,Delhi,28.65195,77.23149,11034555
Bengaluru,Karnataka,12.97194,77.59369,8495492
Hyderabad,Telangana,17.38405,78.45636,6993262
Ahmedabad,Gujarat,23.02579,72.58727,6357693
Chennai,Tamil Nadu,13.08784,80.27847,4681087
Kolkata,West Bengal,22.56263,88.36304,4631392
Surat,Gujarat,21.19594,72.83023,4591246
Pune,Maharashtra,18.51957,73.85535,3124458
Jaipur,Rajasthan,26.91962,75.78781,3046163
Kanpur,Uttar Pradesh,26.46523,80.34975,2823249
Navi Mumbai,Maharashtra,19.03681,73.01582,2600000
Lucknow,Uttar Pradesh,26.83928,80.92313,2472011
Nagpur,Maharashtra,21.14631,79.08491,2405665
Coimbatore,Tamil Nadu,11.00555,76.96612,2136916
Indore,Madhya Pradesh,22.71792,75.8333,1994397
Thane,Maharashtra,19.19704,72.96355,1841488
Vadodara,Gujarat,22.29941,73.20812,1822221
Bhopal,Madhya Pradesh,23.25469,77.40289,1798218
Rasapudipalem,Andhra Pradesh,17.73308,83.31622,1728128
Pimpri-Chinchwad,Maharashtra,18.61867,73.80375,1727692
Patna,Bihar,25.59408,85.13563,1684297
Kallakurichi,Tamil Nadu,11.73379,78.95925,1682687
Ludhiana,Punjab,30.91204,75.85379,1618879
Nashik,Maharashtra,19.99727,73.79096,1486053
Madurai,Tamil Nadu,9.919,78.11953,1465625
Tirunelveli,Tamil Nadu,8.72742,77.6838,1435844
Agra,Uttar Pradesh,27.18333,78.01667,1430055
Faridabad,Haryana,28.41124,77.31316,1414050
Rajkot,Gujarat,22.29161,70.79322,1390640
Najafgarh,Delhi,28.60922,76.97982,1365000
Jamshedpur,Jharkhand,22.80278,86.18545,1339438
Gorakhpur,Haryana,29.44768,75.67206,1324570
Pimpri,Maharashtra,18.62292,73.80696,1284606
Kalyan,Maharashtra,19.2437,73.13554,1262255
Dombivali,Maharashtra,19.21667,73.08333,1247327
Meerut,Uttar Pradesh,28.98002,77.70636,1223184
Virar,Maharashtra,19.45591,72.81136,1222390
Nowrangapur,Odisha,19.23114,82.54826,1220946
Srinagar,Jammu and Kashmir,34.08565,74.80555,1206419
Ghaziabad,Uttar Pradesh,28.66535,77.43915,1199191
Dhanbad,Jharkhand,23.79759,86.42992,1196214
Aurangabad,Maharashtra,19.87757,75.34226,1175116
Varanasi,Uttar Pradesh,25.31668,83.01041,1164404
Amritsar,Punjab,31.62234,74.87534,1159227
Vijayawada,Andhra Pradesh,16.50745,80.6466,1143232
Ranchi,Jharkhand,23.34316,85.3094,1120374
Jabalpur,Madhya Pradesh,23.16697,79.95006,1081677
Prayagraj,Uttar Pradesh,25.44478,81.84322,1073438
Visakhapatnam,Andhra Pradesh,17.68009,83.20161,1063178
Jodhpur,Rajasthan,26.26841,73.00594,1056191
Gwalior,Madhya Pradesh,26.22983,78.17337,1054420
Teni,Tamil Nadu,10.01115,77.47772,1034724
Howrah,West Bengal,22.57688,88.31857,1027672
Raipur,Chhattisgarh,21.23333,81.63333,1027264
Tiruchirappalli,Tamil Nadu,10.8155,78.69651,1022518
Kota,Rajasthan,25.18254,75.83907,1001694
Shivaji Nagar,Maharashtra,18.53017,73.85263,1000000
Sholapur,Maharashtra,17.67152,75.91044,997281
Chandigarh,Chandigarh,30.73629,76.7884,970602
Tiruppur,Tamil Nadu,11.11541,77.35456,963173
Guwahati,Assam,26.1844,91.7458,962334
Hubballi,Karnataka,15.34776,75.13378,943788
Mysuru,Karnataka,12.29791,76.63925,920550
Salem,Tamil Nadu,11.65376,78.15538,917414
Gurugram,Haryana,28.4601,77.02635,886519
Bhubaneswar,Odisha,20.27241,85.83385,885363
Bhiwandi,Maharashtra,19.30023,73.05881,874032
Jalandhar,Punjab,31.32556,75.57917,868929
Rohini,Delhi,28.74322,77.06778,860000
Kanayannur,Kerala,9.96667,76.26667,851406
Bhayandar,Maharashtra,19.30157,72.85107,809378
Narela,Delhi,28.85267,77.09288,800000
Thiruvananthapuram,Kerala,8.4855,76.94924,788271
Aligarh,Uttar Pradesh,27.88145,78.07464,753207
Bareilly,Uttar Pradesh,28.36678,79.43167,745435
Moradabad,Uttar Pradesh,28.83893,78.77684,721139
Warangal,Telangana,18.0,79.58333,704570
Dharavi,Maharashtra,19.05,72.86667,700000
Gorakhpur,Uttar Pradesh,26.76628,83.36889,674246
Guntur,Andhra Pradesh,16.29974,80.45729,670073
Puducherry,Puducherry,11.93381,79.82979,657209
Jajmau,Uttar Pradesh,26.4304,80.4095,652831
Amravati,Maharashtra,20.93333,77.75,647057
Bikaner,Rajasthan,28.01762,73.31495,644406
Kochi,Kerala,9.93988,76.26022,633553
Bhilai,Chhattisgarh,21.20919,81.4285,627734
Cuttack,Odisha,20.46497,85.87927,610189
Borivli,Maharashtra,19.23496,72.85976,609617
Bhavnagar,Gujarat,21.76287,72.15331,605882
Sangli,Maharashtra,16.85438,74.56417,601214
Jamnagar,Gujarat,22.47292,70.06673,600943
Jammu,Jammu and Kashmir,32.73528,74.86167,576198
Bokaro,Jharkhand,23.66934,86.15161,564319
Nanded,Maharashtra,19.16023,77.31497,550564
Kozhikode,Kerala,11.24802,75.7804,550440
Kolhapur,Maharashtra,16.69563,74.23167,549236
Nellore,Andhra Pradesh,14.44992,79.98697,547621
Kalaburagi,Karnataka,17.33583,76.83757,543147
Ajmer,Rajasthan,26.4521,74.63867,542321
Dehradun,Uttarakhand,30.32443,78.03392,522081
Erode,Tamil Nadu,11.3428,77.72741,521891
Durgapur,West Bengal,23.51583,87.30801,518872
Ulhasnagar,Maharashtra,19.21667,73.15,516584
Loni,Uttar Pradesh,28.75143,77.29023,516082
Siliguri,West Bengal,26.71004,88.42851,515574
Ujjain,Madhya Pradesh,23.18239,75.77643,515215
Bilimora,Gujarat,20.76957,72.96134,510879
Karol Bagh,Delhi,28.65136,77.19072,505241
Asansol,West Bengal,23.68333,86.98333,504271
Mangaluru,Karnataka,12.91723,74.85603,499487
Belagavi,Karnataka,15.85212,74.50447,490045
Saharanpur,Uttar Pradesh,29.9679,77.54522,484873
Vellore,Tamil Nadu,12.9184,79.13255,484690
Bhatpara,West Bengal,22.86643,88.40113,483129
Malegaon,Maharashtra,20.54966,74.53462,481228
Gaya,Bihar,24.79686,85.00385,474093
Ambattur,Tamil Nadu,13.09818,80.16152,466205
Jalgaon,Maharashtra,21.00292,75.56602,460228
Kurnool,Andhra Pradesh,15.82887,78.03602,460184
Ramgundam,Telangana,18.80084,79.45206,452261
Udaipur,Rajasthan,24.58584,73.71346,451100
Maheshtala,West Bengal,22.50862,88.25322,448317
Patiala,Punjab,30.33625,76.3922,446246
Shyamnagar,West Bengal,22.83333,88.36667,441956
Davangere,Karnataka,14.46693,75.92694,435128
Akola,Maharashtra,20.70957,76.9981,428857
Rajpur Sonarpur,West Bengal,22.4382,88.43205,424368
Korba,Chhattisgarh,22.3458,82.69633,419146
Jhansi,Uttar Pradesh,25.45887,78.57994,412927
Thoothukudi,Tamil Nadu,8.76735,78.13425,410760
Ballari,Karnataka,15.14205,76.92398,410445
Bhagalpur,Bihar,25.24446,86.97183,400146
Agartala,Tripura,23.83605,91.27939,400004
Kakinada,Andhra Pradesh,16.96036,82.23809,384182
Latur,Maharashtra,18.39721,76.56784,382940
Panihati,West Bengal,22.69089,88.37404,378705
Rajamahendravaram,Andhra Pradesh,17.00517,81.77784,376333
Dhule,Maharashtra,20.9013,74.77737,375559
Rohtak,Haryana,28.89447,76.58917,374292
Ahilyanagar,Maharashtra,19.09457,74.73843,367140
Kollam,Kerala,8.88113,76.58469,367107
Bilaspur,Chhattisgarh,22.08005,82.15543,365579
Bhilwara,Rajasthan,25.34707,74.64081,359483
Brahmapur,Odisha,19.31151,84.7929,356598
Muzaffarpur,Bihar,26.12259,85.39055,354462
Punasa,Madhya Pradesh,22.23507,76.39335,350000
Muzaffarnagar,Uttar Pradesh,29.47091,77.70332,349706
Avadi,Tamil Nadu,13.1147,80.10981,345996
Kadapa,Andhra Pradesh,14.47995,78.82346,344893
Kukatpally,Telangana,17.48486,78.41376,341709
Kamarhati,West Bengal,22.67111,88.37472,332965
Mathura,Uttar Pradesh,27.5035,77.67215,330511
Chanda,Maharashtra,19.95076,79.29523,328351
Vijayapura,Karnataka,16.82442,75.71537,327427
Shivamogga,Karnataka,13.93157,75.56791,322650
Alwar,Rajasthan,27.56246,76.625,322568
Shahjanpur,Uttar Pradesh,27.88165,79.90918,320434
Junagadh,Gujarat,21.51966,70.45981,319462
New Delhi,Delhi,28.62137,77.2148,317797
Thrissur,Kerala,10.51667,76.21667,315957
Nizamabad,Telangana,18.67154,78.0988,311152
Tumkur,Karnataka,13.34136,77.1022,307359
Parbhani,Maharashtra,19.26855,76.77081,307170
Hisar,Haryana,29.15394,75.72294,307024
Firozabad,Uttar Pradesh,27.15092,78.39781,306409
Kulti,West Bengal,23.73166,86.84372,305405
Karnal,Haryana,29.69197,76.98448,302140
Barddhaman,West Bengal,23.25572,87.85691,301725
Gundupalaiyam,Puducherry,11.94096,79.80294,300104
Barasat,West Bengal,22.72154,88.48198,298127
Mulugu,Telangana,18.191,79.943,297671
Bihar Sharif,Bihar,25.20084,85.52389,297268
Bali,West Bengal,22.64859,88.34115,296973
Rampur,Uttar Pradesh,28.81014,79.02699,296418
Darbhanga,Bihar,26.15216,85.89707,296039
Panipat,Haryana,29.38747,76.96825,295970
Tirupati,Andhra Pradesh,13.63551,79.41989,295323
Greater Noida,Uttar Pradesh,28.49615,77.53601,293908
Noida,Uttar Pradesh,28.58,77.33,293908
Aizawl,Mizoram,23.72894,92.71791,293416
Gandhinagar,Gujarat,23.21667,72.68333,292797
Dindigul,Tamil Nadu,10.36896,77.98036,292512
Thanjavur,Tamil Nadu,10.78523,79.13909,291067
Karimnagar,Telangana,18.43915,79.12856,289821
Dewas,Madhya Pradesh,22.96585,76.05526,289550
Sonipat,Haryana,28.99478,77.01937,289333
Ichalkaranji,Maharashtra,16.69117,74.46054,287353
Bathinda,Punjab,30.20747,74.93893,285788
Jalna,Maharashtra,19.84102,75.88636,285577
Kirari Sulemannagar,Delhi,28.69736,77.0648,283211
Satna,Madhya Pradesh,24.57726,80.82719,282977
Purnia,Bihar,25.77895,87.47422,282248
Imphal,Manipur,24.80805,93.9442,277196
Saugor,Madhya Pradesh,23.83877,78.73874,274556
Kushinagar,Uttar Pradesh,26.74134,83.88689,274403
Rourkela,Odisha,22.22496,84.86414,273317
Durg,Chhattisgarh,21.19147,81.27619,268806
Anantapur,Andhra Pradesh,14.67784,77.60813,267161
Ratlam,Madhya Pradesh,23.33033,75.04032,264914
Ranipet,Tamil Nadu,12.92471,79.33331,264330
Lal Bahadur Nagar,Telangana,17.34769,78.55757,261987
Arrah,Bihar,25.55629,84.66335,261430
Baranagar,West Bengal,22.64132,88.37727,260072
Gajuwaka,Andhra Pradesh,17.7,83.21667,258944
Etawah,Uttar Pradesh,26.77615,79.02133,257448
Ambarnath,Maharashtra,19.2,73.16667,253475
Naihati,West Bengal,22.89396,88.41521,253221
Bharatpur,Rajasthan,27.21731,77.49009,252838
Begusarai,Bihar,25.41853,86.13389,252008
Tiruvottiyur,Tamil Nadu,13.15823,80.30181,249446
Gandhidham,Gujarat,23.08333,70.13333,247992
Mau,Uttar Pradesh,25.94167,83.56111,246050
Sikar,Rajasthan,27.61206,75.13996,244497
Ramagundam,Telangana,18.755,79.474,242979
Hapur,Uttar Pradesh,28.72985,77.78068,242920
Farrukhabad,Uttar Pradesh,27.39134,79.5793,241152
Alappuzha,Kerala,9.49004,76.3264,240991
Katihar,Bihar,25.53852,87.57044,240838
Sri Ganganagar,Rajasthan,29.92009,73.87496,237780
Rewa,Madhya Pradesh,24.53256,81.29234,235654
Uluberiya,West Bengal,22.4756,88.09898,235345
Sivakasi,Tamil Nadu,9.44999,77.79797,234704
Karur,Tamil Nadu,10.95771,78.08095,234191
Raichur,Karnataka,16.20546,77.35567,234073
Pallavaram,Tamil Nadu,12.96796,80.15025,233984
Ooty,Tamil Nadu,11.4134,76.69521,233426
Pali,Rajasthan,25.77276,73.32335,230075
Hosur,Tamil Nadu,12.73647,77.83264,229528
Vizianagaram,Andhra Pradesh,18.11692,83.41148,228720
Shrirampur,West Bengal,22.75278,88.34222,226317
Quthbullapur,Telangana,17.50107,78.45818,225816
Nadiad,Gujarat,22.69385,72.86157,225071
Nagercoil,Tamil Nadu,8.17899,77.43227,224849
Karawalnagar,Delhi,28.72712,77.27047,224281
Mango,Jharkhand,22.8275,86.21639,223805
Murwara,Madhya Pradesh,23.83776,80.39405,221883
Kanchipuram,Tamil Nadu,12.83515,79.70006,221715
Singrauli,Madhya Pradesh,24.19973,82.67535,220257
Mirzapur,Uttar Pradesh,25.1449,82.56534,220029
Kharagpur,West Bengal,22.33971,87.32501,219665
Eluru,Andhra Pradesh,16.71311,81.10437,218020
Raniganj,Telangana,17.42841,78.49361,217910
Yamuna Nagar,Haryana,30.12796,77.28371,217071
Raurkela Industrial Township,Odisha,22.19994,84.86176,216410
Bidar,Karnataka,17.90802,77.51524,216020
Munger,Bihar,25.37459,86.47455,213303
Nandyal,Andhra Pradesh,15.47799,78.4836,211424
Panchkula,Haryana,30.69461,76.8504,211355
Burhanpur,Madhya Pradesh,21.30868,76.23026,210886
Morvi,Gujarat,22.81731,70.8377,210451
Anand,Gujarat,22.55251,72.9552,209410
Ongole,Andhra Pradesh,15.50357,80.04454,208344
Hosapete,Karnataka,15.26954,76.3871,206167
Nangloi Jat,Delhi,28.67957,77.06799,205596
Secunderabad,Telangana,17.50427,78.54263,204182
Deoghar,Jharkhand,24.48983,86.69902,203123
Chapra,Bihar,25.78031,84.74709,202352
Khandwa,Madhya Pradesh,21.82427,76.35086,200738
Puri,Odisha,19.79825,85.82494,200564
Morena,Madhya Pradesh,26.49892,77.99534,200482
Gyanpur,Uttar Pradesh,25.33268,82.46637,200000
Bulandshahr,Uttar Pradesh,28.40392,77.85773,198612
Bhind,Madhya Pradesh,26.56671,78.78728,197585
Bhalswa Jahangirpur,Delhi,28.73558,77.16682,197148
Khammam,Telangana,17.24767,80.14368,196283
Sambhal,Uttar Pradesh,28.58498,78.56959,196109
Bhiwani,Haryana,28.79304,76.13968,196057
Panvel,Maharashtra,18.98878,73.11013,195373
Ambala,Haryana,30.36099,76.79782,195153
Kumarapalayam,Tamil Nadu,11.44495,77.71102,195071
Machilipatnam,Andhra Pradesh,16.18747,81.13888,192827
Mahesana,Gujarat,23.59864,72.38472,190753
Mahbubnagar,Telangana,16.74385,77.98597,190400
Sambalpur,Odisha,21.46527,83.97573,189366
Bhusawal,Maharashtra,21.04365,75.78506,187421
Raebareli,Uttar Pradesh,26.2309,81.23315,186433
Haridwar,Uttarakhand,29.94791,78.16025,186079
Phusro,Jharkhand,23.75644,86.0051,185555
Adoni,Andhra Pradesh,15.62788,77.27495,184625
Sujangarh,Rajasthan,27.7,74.46667,183808
Sirsa,Haryana,29.53489,75.02898,182534
Dinapur Nizamat,Bihar,25.63847,85.05118,182429
Bahraigh,Uttar Pradesh,27.57429,81.59474,182218
Karaikkudi,Tamil Nadu,10.06615,78.76784,181851
Sultan Pur Majra,Delhi,28.68966,77.07648,181554
Guna,Madhya Pradesh,24.64691,77.3113,180935
Chandannagar,West Bengal,22.86225,88.36796,180623
Baharampur,West Bengal,24.10473,88.25155,180547
Shahuwadi,Maharashtra,16.90993,73.94654,180322
Madanapalle,Andhra Pradesh,13.5503,78.50288,180180
Shivpuri,Madhya Pradesh,25.42378,77.66223,179977
Surendranagar,Gujarat,22.72706,71.64856,179628
Neyveli,Tamil Nadu,11.60877,79.4994,179150
Silchar,Assam,24.82733,92.79787,178865
Proddatur,Andhra Pradesh,14.7502,78.54813,177797
Hugli,West Bengal,22.90877,88.39674,177005
Hashtsal,Delhi,28.63406,77.05771,176877
Amroha,Uttar Pradesh,28.90314,78.46984,176253
Chhindwara,Madhya Pradesh,22.05697,78.93958,175052
Tambaram,Tamil Nadu,12.9246,80.12707,174787
Bhetia,Jharkhand,22.79321,86.14098,174355
Pathankot,Punjab,32.27484,75.65287,174306
Badlapur,Maharashtra,19.15516,73.26553,174226
Cuddalore,Tamil Nadu,11.75617,79.76693,173636
Shimla,Himachal Pradesh,31.10442,77.16662,173503
Gadag-Betageri,Karnataka,15.4167,75.6167,172813
Gadag,Karnataka,15.42977,75.62971,172612
Veraval,Gujarat,20.9077,70.36786,171121
Navsari,Gujarat,20.94237,72.92467,171109
Bahadurgarh,Haryana,28.69287,76.93555,170767
Haldia,West Bengal,22.06046,88.10975,170695
Raiganj,West Bengal,25.61281,88.12449,170252
Malda,West Bengal,25.00447,88.14573,170039
Jaunpur,Uttar Pradesh,25.75356,82.68689,169572
Deoli,Delhi,28.50254,77.23117,169122
Bharuch,Gujarat,21.69482,72.9805,169007
Hoshiarpur,Punjab,31.53723,75.91269,168653
Jind,Haryana,29.31577,76.31502,167592
Kumbakonam,Tamil Nadu,10.96209,79.39124,167155
Mohali,Punjab,30.67995,76.72211,166864
Fatehpur,Uttar Pradesh,25.92774,80.81266,166480
Tonk,Rajasthan,26.16638,75.78824,165294
Udupi,Karnataka,13.33467,74.74617,165000
Thenali,Andhra Pradesh,16.24253,80.63982,164937
Sitapur,Uttar Pradesh,27.56192,80.68265,164435
Alandur,Tamil Nadu,13.0025,80.20611,164430
Bhadravati,Karnataka,13.84846,75.70502,163903
Vapi,Gujarat,20.37175,72.90493,163630
Moga,Punjab,30.81383,75.16878,163397
Raj-Nandgaon,Chhattisgarh,21.09687,81.0289,163114
Robertsonpet,Karnataka,12.95629,78.27539,162230
Unnao,Uttar Pradesh,26.54706,80.48781,161671
Budaun,Uttar Pradesh,28.03811,79.12668,161555
Madhyamgram,West Bengal,22.68944,88.44594,161126
Chittoor,Andhra Pradesh,13.21055,79.0956,160722
Jamuria,West Bengal,23.70468,87.07872,160242
Jaigaon,West Bengal,26.84766,89.37558,158664
Batala,Punjab,31.80921,75.20294,158621
Orai,Uttar Pradesh,25.99023,79.45334,158265
Saharsa,Bihar,25.87498,86.59611,156540
Vidisha,Madhya Pradesh,23.52604,77.81092,155951
Hanumangarh,Rajasthan,29.58182,74.32938,155687
Thanesar,Haryana,29.97323,76.83214,155152
Hassan,Karnataka,13.00715,76.0962,155006
Kishangarh,Rajasthan,26.59006,74.85397,154886
Dalupura,Delhi,28.6057,77.31901,154791
Rudrapur,Uttarakhand,28.98,79.4,154554
Nalgonda,Telangana,17.05439,79.26707,154326
Hazaribagh,Jharkhand,23.99241,85.36162,153595
Medinipur,West Bengal,22.42114,87.32257,153349
Balurghat,West Bengal,25.22099,88.77732,153279
Fyzabad,Uttar Pradesh,26.77549,82.15018,153047
Dinapore,Bihar,25.63705,85.04794,152940
Porbandar,Gujarat,21.64219,69.60929,152760
Banda,Uttar Pradesh,25.47758,80.33491,152218
Hindupur,Andhra Pradesh,13.82807,77.49143,151677
Beawar,Rajasthan,26.10119,74.32028,151152
Anantnag,Jammu and Kashmir,33.73068,75.15418,150592
Serilingampalle,Telangana,17.49313,78.30196,150525
Raigarh,Chhattisgarh,21.89764,83.3966,150019
Malkajgiri,Telangana,17.44781,78.52633,150000
Shantipur,West Bengal,23.24723,88.43302,149983
Bhuj,Gujarat,23.25397,69.66928,148834
Barakpur,West Bengal,22.76602,88.36336,148174
Hajipur,Bihar,25.68544,85.20981,147688
Sasaram,Bihar,24.94942,84.01645,147408
Bhimavaram,Andhra Pradesh,16.54078,81.52322,146961
Beed,Maharashtra,18.98921,75.75634,146709
Burari,Delhi,28.7557,77.19941,146190
Krishnanagar,West Bengal,23.40576,88.49073,145926
Chitradurga,Karnataka,14.22262,76.40038,145853
Dibrugarh,Assam,27.47989,94.90837,145488
Abohar,Punjab,30.14453,74.19552,145302
Tiruvannamalai,Tamil Nadu,12.22662,79.07461,145278
Kaithal,Haryana,29.80153,76.39959,144915
Balasore,Odisha,21.49266,86.93348,144373
Godhra,Gujarat,22.77547,73.61488,143644
Shillong,Meghalaya,25.56892,91.88313,143229
Rewari,Haryana,28.199,76.6183,143021
Basirhat City,West Bengal,22.66142,88.85477,143007
Chhatarpur,Madhya Pradesh,24.9177,79.58871,142128
Mandsaur,Madhya Pradesh,24.07184,75.06986,141667
Chas,Jharkhand,23.63556,86.16712,141640
Palanpur,Gujarat,24.17128,72.43827,141592
Lakhimpur,Uttar Pradesh,27.94822,80.77935,140223
Valsad,Gujarat,20.61013,72.93428,139764
Damoh,Madhya Pradesh,23.83312,79.4419,139561
Haldwani,Uttarakhand,29.22254,79.5286,139497
Habra,West Bengal,22.84202,88.65606,139297
Kolar,Karnataka,13.13768,78.12999,138462
Srikakulam,Andhra Pradesh,18.2989,83.89751,137944
Mandya,Karnataka,12.5223,76.89746,137358
Madhurampur Dehri,Bihar,24.96899,84.1964,137231
Kanchrapara,West Bengal,22.95998,88.42849,136954
Dimapur,Nagaland,25.91174,93.7217,135860
Maler Kotla,Punjab,30.5309,75.87949,135424
Siwan,Bihar,26.22096,84.35609,135066
Kalol,Gujarat,23.24656,72.49508,134426
Bankura,West Bengal,23.23241,87.0716,133966
Patan,Gujarat,23.8507,72.12963,133737
Gonda City,Uttar Pradesh,27.13181,81.95332,133583
Dhaulpur,Rajasthan,26.69286,77.87968,133075
Gondia,Maharashtra,21.46026,80.19205,132813
Palakkad,Kerala,10.77319,76.65366,132728
Bettiah,Bihar,26.80229,84.50311,132209
Palwal,Haryana,28.14469,77.32546,131926
Raniganj,West Bengal,23.6164,87.13061,131261
Etah,Uttar Pradesh,27.55879,78.65692,131023
Pilibhit,Uttar Pradesh,28.63124,79.80436,131008
Rajapalayam,Tamil Nadu,9.45296,77.55335,130442
Botad,Gujarat,22.16917,71.66671,130327
Deoria,Uttar Pradesh,26.50167,83.77936,129570
Nimach,Rajasthan,24.45949,74.86625,128561
Khardah,West Bengal,22.71861,88.37806,128346
Yavatmal,Maharashtra,20.39324,78.13201,128175
Halisahar,West Bengal,22.93218,88.41859,128172
Khanna,Punjab,30.70547,76.22196,128137
Titagarh,West Bengal,22.74252,88.37326,127751
Mustafabad,Delhi,28.71974,77.26781,127167
Hathras,Uttar Pradesh,27.59551,78.05201,126882
Jorhat,Assam,26.75751,94.20306,126736
Lalitpur,Uttar Pradesh,24.69007,78.41915,126475
Guntakal,Andhra Pradesh,15.17112,77.36244,126270
Pithampur,Madhya Pradesh,22.60197,75.69649,126200
Mothihari,Bihar,26.64862,84.91656,126158
Kanhangad,Kerala,12.30814,75.10632,125564
Jagdalpur,Chhattisgarh,19.08136,82.02131,125463
Jagadhri,Haryana,30.16719,77.30367,124894
Darjiling,West Bengal,27.03333,88.26667,123797
Kurichchi,Tamil Nadu,10.96085,76.97379,123667
Dam Dam,West Bengal,22.63341,88.42286,122719
Hardoi,Uttar Pradesh,27.39491,80.13165,122635
Puruliya,West Bengal,23.33062,86.36303,122533
Dharmavaram,Andhra Pradesh,14.41435,77.72035,121874
Gokalpur,Delhi,28.7029,77.28961,121870
Bhadreswar,West Bengal,22.82449,88.33841,121662
Nagaon,Assam,26.35,92.66667,121628
Vejalpur,Gujarat,22.69021,73.56299,121610
Chikmagalur,Karnataka,13.32231,75.774,121484
Bhadrak,Odisha,21.05447,86.5156,121338
Sawai Madhopur,Rajasthan,26.02301,76.34408,121106
Ambikapur,Chhattisgarh,23.11892,83.19537,121071
Mandoli,Delhi,28.70275,77.30995,120417
Satara,Maharashtra,17.68589,73.99333,120195
Churu,Rajasthan,28.30415,74.96718,120157
Gangapur,Rajasthan,26.47249,76.71744,120115
Madhavaram,Tamil Nadu,13.14819,80.2314,119105
Dohad,Gujarat,22.83283,74.25986,118846
Barshi,Maharashtra,18.23454,75.69275,118722
Adilabad,Telangana,19.67203,78.5359,118526
Jhunjhunun,Rajasthan,28.12559,75.39797,118473
Jetpur,Gujarat,21.75482,70.62347,118302
Uppal Kalan,Telangana,17.40577,78.55911,118259
Gudivada,Andhra Pradesh,16.43547,80.99555,118167
Baran,Rajasthan,25.1,76.51667,117992
Narmadapuram,Madhya Pradesh,22.74747,77.72736,117988
Amreli,Gujarat,21.59983,71.21169,117967
Pudukkottai,Tamil Nadu,10.38128,78.82141,117630
Narasaraopet,Andhra Pradesh,16.23488,80.04927,117489
Rishra,West Bengal,22.72394,88.34563,117014
Baripada,Odisha,21.93458,86.72852,116849
Muktsar,Punjab,30.47426,74.5166,116747
Azamgarh,Uttar Pradesh,26.06832,83.18358,116644
Barnala,Punjab,30.37451,75.5487,116449
Yelahanka,Karnataka,13.10073,77.59632,116447
Chittorgarh,Rajasthan,24.88963,74.62403,116406
Tinsukia,Assam,27.48905,95.35992,116322
Khargone,Madhya Pradesh,21.82292,75.61394,116150
Baidyabati,West Bengal,22.78498,88.32586,115504
Basti,Uttar Pradesh,26.78817,82.71617,115115
Gangavati,Karnataka,15.4313,76.52933,114642
Ambur,Tamil Nadu,12.79163,78.71644,114608
Giridih,Jharkhand,24.18622,86.30875,114533
Wardha,Maharashtra,20.73933,78.59784,113759
Tadepalligudem,Andhra Pradesh,16.81467,81.52717,112655
Chanduasi,Uttar Pradesh,28.45178,78.78277,112635
Bagaha,Bihar,27.09918,84.09003,112634
Achalpur,Maharashtra,21.25665,77.51006,112311
Gondal,Gujarat,21.96074,70.80255,112197
Dharashiv,Maharashtra,18.18158,76.03889,112085
Port Blair,Andaman and Nicobar,11.66613,92.74635,112050
Bagalkot,Karnataka,16.18673,75.69614,111933
Suriapet,Telangana,17.14054,79.62045,111729
Bangaon,West Bengal,23.04553,88.83084,111693
Ashoknagar Kalyangarh,West Bengal,22.86416,88.63701,111475
Deesa,Gujarat,24.25612,72.17928,111160
Navadwip,West Bengal,23.4067,88.36861,111123
Nandurbar,Maharashtra,21.36671,74.24051,111037
Sultanpur,Uttar Pradesh,26.25788,82.07269,110368
Delhi Cantonment,Delhi,28.6,77.13333,110351
Firozpur,Punjab,30.92574,74.61311,110313
Sehore,Madhya Pradesh,23.2,77.08333,109118
Kanpur Cantonment,Uttar Pradesh,26.45942,80.37514,108534
Bansbaria,West Bengal,22.95387,88.40098,108474
Tadpatri,Andhra Pradesh,14.90832,78.01031,108171
Jalpaiguri,West Bengal,26.51667,88.73333,107832
Mangalagiri,Andhra Pradesh,16.43083,80.56815,107197
Ranebennur,Karnataka,14.62239,75.62951,106406
Khurja,Uttar Pradesh,28.25382,77.85535,105909
Kishanganj,Bihar,26.10224,87.95534,105782
Ponnani,Kerala,10.76695,75.92523,105512
Hindaun,Rajasthan,26.73411,77.03519,105452
Jamalpur,Bihar,25.31258,86.48888,105434
Nagaur,Rajasthan,27.20201,73.73394,105218
Ambala Sadar,Haryana,30.33544,76.86265,104974
Bhiwadi,Rajasthan,28.21024,76.86056,104921
Bundi,Rajasthan,25.43855,75.63735,104919
Miryalaguda,Telangana,16.8722,79.56247,104918
Soyibug,Jammu and Kashmir,34.07677,74.7057,104000
Jagtial,Telangana,18.79473,78.91661,103930
Roorkee,Uttarakhand,29.86632,77.89118,103894
Udgir,Maharashtra,18.39258,77.11756,103550
Nagda,Madhya Pradesh,23.45834,75.41759,103501
Betul,Madhya Pradesh,21.90056,77.90229,103330
Jahanabad,Bihar,25.21368,84.9871,103202
Kashipur,Uttarakhand,29.21399,78.95693,103138
Ghazipur,Uttar Pradesh,25.58333,83.58526,103095
Amaravati,Andhra Pradesh,16.514,80.516,103000
Nagapattinam,Tamil Nadu,10.76377,79.84313,102905
Buxar,Bihar,25.57548,83.98043,102861
Mormugao,Goa,15.38914,73.81491,102345
Seoni,Madhya Pradesh,22.08503,79.55037,102343
Aurangabad,Bihar,24.75204,84.3742,102244
Hinganghat,Maharashtra,20.54875,78.83978,101805
